ArNr,Artikelbezeichnung,PreisD,Rabattpreis,PreisCH,VE,Lagerbestand_generell,Bestelldatum1,Bestellmenge1,Bestelldatum2,Bestellmenge2,Bestelldatum3,Bestellmenge3,Kategorie,Subkategorie,Lagerbestand_sofort,Exportkennzeichen,Farbe,Groesse,Kennzeichen,Lagerbestand_physisch,
581003,                   Kübel Sole lachs 14cm,    4.39,       0,    6.19,    16,        32,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             32,1,          lachs,           12.5,              581000,32,
581004,                   Kübel Sole lachs 16cm,    6.79,       0,    9.49,    12,        36,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             36,1,          lachs,           15.5,              581000,36,
581005,                 Kübel Sole lachs 18.5cm,    9.99,       0,   13.99,     8,        96,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             96,1,          lachs,             17,              581000,96,
581007,                   Kübel Sole honig 16cm,    6.79,       0,    9.49,    12,        84,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             84,1,          honig,           15.5,              581000,84,
581008,                 Kübel Sole honig 18.5cm,    9.99,       0,   13.99,     8,        56,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             56,1,          honig,             17,              581000,56,
581010,               Kübel Chroma chrom 15.5cm,    5.49,       0,    7.69,    18,        36,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             36,1,          chrom,             11,              581009,36,
581012,            Jardiniere Chroma chrom 20cm,    5.99,       0,    8.39,    12,        71,          ,     ,          ,     ,          ,     ,                       KERAMIK,                    JARDINIERE,             71,1,          chrom,             11,              581009,71,
581013,            Jardiniere Chroma chrom 25cm,   10.99,       0,   15.49,     6,        48,          ,     ,          ,     ,          ,     ,                       KERAMIK,                    JARDINIERE,             48,1,          chrom,             15,              581009,48,
581017,             Jardiniere Chroma gold 20cm,    5.39,       0,    7.59,    12,        72,          ,     ,          ,     ,          ,     ,                       KERAMIK,                    JARDINIERE,             72,1,           gold,             11,              581009,72,
581019,                    Kübel Hula rosa 11cm,    1.59,       0,    2.19,    18,       360,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,            360,1,           rosa,             10,              581019,360,
581020,                  Kübel Hula rosa 12.5cm,    1.99,       0,    2.79,    18,       324,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,            324,1,           rosa,             11,              581019,324,
581021,                    Kübel Hula rosa 14cm,    2.99,       0,    4.19,    12,       204,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,            204,1,           rosa,             13,              581019,204,
581022,                  Kübel Hula rosa 16.5cm,    3.99,       0,    5.59,     6,        96,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,             96,1,           rosa,             15,              581019,96,
581024,                    Kübel Hula lila 11cm,    1.59,       0,    2.19,    18,       234,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,            234,1,           lila,             10,              581019,234,
581025,                  Kübel Hula lila 12.5cm,    1.99,       0,    2.79,    18,       324,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,            324,1,           lila,             11,              581019,324,
581026,                    Kübel Hula lila 14cm,    2.99,       0,    4.19,    12,       168,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,            168,1,           lila,             13,              581019,168,
581027,                  Kübel Hula lila 16.5cm,    3.99,       0,    5.59,     6,       102,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,            102,1,           lila,             15,              581019,102,
581029,                Kübel Hula hellblau 11cm,    1.59,       0,    2.19,    18,       306,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,            306,1,       hellblau,             10,              581019,306,
581030,              Kübel Hula hellblau 12.5cm,    1.99,       0,    2.79,    18,       288,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,            288,1,       hellblau,             11,              581019,288,
581031,                Kübel Hula hellblau 14cm,    2.99,       0,    4.19,    12,       192,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,            192,1,       hellblau,             13,              581019,192,
581032,              Kübel Hula hellblau 16.5cm,    3.99,       0,    5.59,     6,        96,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,             96,1,       hellblau,             15,              581019,96,
581043,         Kübel Piaff auf Fuß apricot 8cm,    1.99,       0,    2.79,    24,       120,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            120,1,        apricot,              7,              581034,120,
581044,        Kübel Piaff auf Fuß apricot 12cm,    3.59,       0,    4.99,    18,        18,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             18,1,        apricot,           11.5,              581034,18,
581046,      Kübel Piaff auf Fuß apricot 16.5cm,    8.99,       0,   12.59,     6,        24,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             24,1,        apricot,           16.5,              581034,24,
581047,        Kübel Piaff auf Fuß apricot 20cm,   13.99,       0,   19.59,     4,        28,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             28,1,        apricot,           19.5,              581034,28,
581051,         Kübel Piaff auf Fuß grün 16.5cm,    8.99,       0,   12.59,     6,        18,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             18,1,           grün,             16,              581034,18,
581052,           Kübel Piaff auf Fuß grün 20cm,   13.99,       0,   19.59,     4,        32,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             32,1,           grün,           19.5,              581034,32,
581055,         Kübel Piaff auf Fuß toffee 14cm,    5.49,       0,    7.69,    12,       120,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            120,1,         toffee,           11.5,              581034,120,
581056,       Kübel Piaff auf Fuß toffee 16.5cm,    8.99,       0,   12.59,     6,        96,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             96,1,         toffee,             16,              581034,96,
581057,         Kübel Piaff auf Fuß toffee 20cm,   13.99,       0,   19.59,     4,        48,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             48,1,         toffee,           19.5,              581034,48,
